Mamu-AG1_05_22_01_01-exon
Mamu-AG1_05_22_01_01-gen
Mamu-B_074_03Sp-exon
Mamu-DRA_01_02_01_01-exon
Mamu-DRA_01_02_01_01-gen
Mamu-DRA_01_02_01_02-exon
Mamu-DRA_01_02_01_02-gen
Mamu-DRA_01_02_01_03-exon
Mamu-DRA_01_02_01_03-gen
Mamu-DRA_01_02_01_05-exon
Mamu-DRA_01_02_01_05-gen
Mamu-DRA_01_02_02_01-exon
Mamu-DRA_01_02_02_01-gen
Mamu-DRA_01_02_02_02-exon
Mamu-DRA_01_02_02_02-gen
Mamu-DRA_01_02_03_01-exon
Mamu-DRA_01_02_03_01-gen
Mamu-DRA_01_02_03_02-exon
Mamu-DRA_01_02_03_02-gen
Mamu-DRA_01_02_04_01-exon
Mamu-DRA_01_02_04_01-gen
Mamu-DRA_01_02_05_01-exon
Mamu-DRA_01_02_05_01-gen
Mamu-DRA_01_02_06_01-exon
Mamu-DRA_01_02_06_01-gen
Mamu-DRA_01_02_07_01-exon
Mamu-DRA_01_02_07_01-gen
Mamu-DRA_01_03_01_01-exon
Mamu-DRA_01_03_01_01-gen
Mamu-DRA_01_04_01_01-exon
Mamu-DRA_01_04_01_01-gen
Mamu-DRA_01_04_01_02-exon
Mamu-DRA_01_04_01_02-gen
Mamu-DRA_01_04_02_01-exon
Mamu-DRA_01_04_02_01-gen
Mamu-DRA_01_04_08_01-exon
Mamu-DRA_01_04_08_01-gen
Mamu-DRA_01_05_01_01-exon
Mamu-DRA_01_05_01_01-gen
Mamu-DRA_02_01_01_01-exon
Mamu-DRA_02_01_01_01-gen
