HAPLOTYPE_CALL,PREFIX,TYPE,allele,CALL_COUNT,haplo_allele,allele_ipd
18_24,Mamu,MHC_DQB_HAPLOTYPES,DQB1_18_24,1,10_Mamu-DQB1_18_24,Mamu-DQB1_18_24-exon-miseq
18_24,Mamu,MHC_DQB_HAPLOTYPES,DQB1_18_24,1,10_Mamu-DQB1_18_24,Mamu-DQB1_18_24-exon
18g3,Mamu,MHC_DQB_HAPLOTYPES,DQB1_18g3,1,10_Mamu-DQB1_18g3,Mamu-DQB1_18_01g1-miseq
18g3,Mamu,MHC_DQB_HAPLOTYPES,DQB1_18g3,1,10_Mamu-DQB1_18g3,Mamu-DQB1_18_01-exon
18g3,Mamu,MHC_DQB_HAPLOTYPES,DQB1_18g3,1,10_Mamu-DQB1_18g3,Mamu-DQB1_18_25-exon
18g4,Mamu,MHC_DQB_HAPLOTYPES,DQB1_18g4,1,10_Mamu-DQB1_18g4,Mamu-DQB1_18_02-exon-miseq
18g4,Mamu,MHC_DQB_HAPLOTYPES,DQB1_18g4,1,10_Mamu-DQB1_18g4,Mamu-DQB1_18_02-exon
18g5,Mamu,MHC_DQB_HAPLOTYPES,DQB1_18g5,1,10_Mamu-DQB1_18g5,Mamu-DQB1_18_03g1-miseq
18g5,Mamu,MHC_DQB_HAPLOTYPES,DQB1_18g5,1,10_Mamu-DQB1_18g5,Mamu-DQB1_18_03-exon
18g5,Mamu,MHC_DQB_HAPLOTYPES,DQB1_18g5,1,10_Mamu-DQB1_18g5,Mamu-DQB1_18_04-exon
24_01,Mamu,MHC_DQB_HAPLOTYPES,DQB1_24_01,1,10_Mamu-DQB1_24_01,Mamu-DQB1_24_01-exon-miseq
24_01,Mamu,MHC_DQB_HAPLOTYPES,DQB1_24_01,1,10_Mamu-DQB1_24_01,Mamu-DQB1_24_01-exon
27g,Mamu,MHC_DQB_HAPLOTYPES,DQB1_27g,1,10_Mamu-DQB1_27g,Mamu-DQB1_27_01g1-miseq
27g,Mamu,MHC_DQB_HAPLOTYPES,DQB1_27g,1,10_Mamu-DQB1_27g,Mamu-DQB1_27_01-exon
27g,Mamu,MHC_DQB_HAPLOTYPES,DQB1_27g,1,10_Mamu-DQB1_27g,Mamu-DQB1_27_02-exon
27g,Mamu,MHC_DQB_HAPLOTYPES,DQB1_27g,1,10_Mamu-DQB1_27g,Mamu-DQB1_27_06-exon
02_03,Mamu,MHC_DPA_HAPLOTYPES,DPA1_02_03,1,11_Mamu-DPA1_02_03,Mamu-DPA1_02_03-exon-miseq
02_03,Mamu,MHC_DPA_HAPLOTYPES,DPA1_02_03,1,11_Mamu-DPA1_02_03,Mamu-DPA1_02_03-exon
02_08,Mamu,MHC_DPA_HAPLOTYPES,DPA1_02_08,1,11_Mamu-DPA1_02_08,Mamu-DPA1_02_08-exon-miseq
02_08,Mamu,MHC_DPA_HAPLOTYPES,DPA1_02_08,1,11_Mamu-DPA1_02_08,Mamu-DPA1_02_08-exon
02_13,Mamu,MHC_DPA_HAPLOTYPES,DPA1_02_13,1,11_Mamu-DPA1_02_13,Mamu-DPA1_02_13-exon-miseq
02_13,Mamu,MHC_DPA_HAPLOTYPES,DPA1_02_13,1,11_Mamu-DPA1_02_13,Mamu-DPA1_02_13-exon
02_14,Mamu,MHC_DPA_HAPLOTYPES,DPA1_02_14,1,11_Mamu-DPA1_02_14,Mamu-DPA1_02_14-exon-miseq
02_14,Mamu,MHC_DPA_HAPLOTYPES,DPA1_02_14,1,11_Mamu-DPA1_02_14,Mamu-DPA1_02_14-exon
02_15,Mamu,MHC_DPA_HAPLOTYPES,DPA1_02_15,1,11_Mamu-DPA1_02_15,Mamu-DPA1_02_15-exon-miseq
02_15,Mamu,MHC_DPA_HAPLOTYPES,DPA1_02_15,1,11_Mamu-DPA1_02_15,Mamu-DPA1_02_15-exon
02_16,Mamu,MHC_DPA_HAPLOTYPES,DPA1_02_16,1,11_Mamu-DPA1_02_16,Mamu-DPA1_02_16-exon-miseq
02_16,Mamu,MHC_DPA_HAPLOTYPES,DPA1_02_16,1,11_Mamu-DPA1_02_16,Mamu-DPA1_02_16-exon
02_20,Mamu,MHC_DPA_HAPLOTYPES,DPA1_02_20,1,11_Mamu-DPA1_02_20,Mamu-DPA1_02_20-exon-miseq
02_20,Mamu,MHC_DPA_HAPLOTYPES,DPA1_02_20,1,11_Mamu-DPA1_02_20,Mamu-DPA1_02_20-exon
02g1,Mamu,MHC_DPA_HAPLOTYPES,DPA1_02g1,1,11_Mamu-DPA1_02g1,Mamu-DPA1_02_01g1-miseq
02g1,Mamu,MHC_DPA_HAPLOTYPES,DPA1_02g1,1,11_Mamu-DPA1_02g1,Mamu-DPA1_02_01-exon
02g1,Mamu,MHC_DPA_HAPLOTYPES,DPA1_02g1,1,11_Mamu-DPA1_02g1,Mamu-DPA1_02_04-exon
02g1,Mamu,MHC_DPA_HAPLOTYPES,DPA1_02g1,1,11_Mamu-DPA1_02g1,Mamu-DPA1_02_07_01-exon
02g1,Mamu,MHC_DPA_HAPLOTYPES,DPA1_02g1,1,11_Mamu-DPA1_02g1,Mamu-DPA1_02_09-exon
02g1,Mamu,MHC_DPA_HAPLOTYPES,DPA1_02g1,1,11_Mamu-DPA1_02g1,Mamu-DPA1_02_12-exon
02g1,Mamu,MHC_DPA_HAPLOTYPES,DPA1_02g1,1,11_Mamu-DPA1_02g1,Mamu-DPA1_02_18-exon
02g2,Mamu,MHC_DPA_HAPLOTYPES,DPA1_02g2,1,11_Mamu-DPA1_02g2,Mamu-DPA1_02_10g1-miseq
02g2,Mamu,MHC_DPA_HAPLOTYPES,DPA1_02g2,1,11_Mamu-DPA1_02g2,Mamu-DPA1_02_10-exon
02g2,Mamu,MHC_DPA_HAPLOTYPES,DPA1_02g2,1,11_Mamu-DPA1_02g2,Mamu-DPA1_02_19-exon
02g3,Mamu,MHC_DPA_HAPLOTYPES,DPA1_02g3,1,11_Mamu-DPA1_02g3,Mamu-DPA1_02_02_01-exon-miseq
02g3,Mamu,MHC_DPA_HAPLOTYPES,DPA1_02g3,1,11_Mamu-DPA1_02g3,Mamu-DPA1_02_02_01-exon
02g4,Mamu,MHC_DPA_HAPLOTYPES,DPA1_02g4,1,11_Mamu-DPA1_02g4,Mamu-DPA1_02_11-exon-miseq
02g4,Mamu,MHC_DPA_HAPLOTYPES,DPA1_02g4,1,11_Mamu-DPA1_02g4,Mamu-DPA1_02_11-exon
04_01,Mamu,MHC_DPA_HAPLOTYPES,DPA1_04_01,1,11_Mamu-DPA1_04_01,Mamu-DPA1_04_01-exon-miseq
04_01,Mamu,MHC_DPA_HAPLOTYPES,DPA1_04_01,1,11_Mamu-DPA1_04_01,Mamu-DPA1_04_01-exon
04_04,Mamu,MHC_DPA_HAPLOTYPES,DPA1_04_04,1,11_Mamu-DPA1_04_04,Mamu-DPA1_04_04-exon-miseq
04_04,Mamu,MHC_DPA_HAPLOTYPES,DPA1_04_04,1,11_Mamu-DPA1_04_04,Mamu-DPA1_04_04-exon
04g,Mamu,MHC_DPA_HAPLOTYPES,DPA1_04g,1,11_Mamu-DPA1_04g,Mamu-DPA1_04_03_01-exon-miseq
04g,Mamu,MHC_DPA_HAPLOTYPES,DPA1_04g,1,11_Mamu-DPA1_04g,Mamu-DPA1_04_03_01-exon
06g,Mamu,MHC_DPA_HAPLOTYPES,DPA1_06g,1,11_Mamu-DPA1_06g,Mamu-DPA1_06_01g1-miseq
06g,Mamu,MHC_DPA_HAPLOTYPES,DPA1_06g,1,11_Mamu-DPA1_06g,Mamu-DPA1_06_01_01-exon
06g,Mamu,MHC_DPA_HAPLOTYPES,DPA1_06g,1,11_Mamu-DPA1_06g,Mamu-DPA1_06_01_02-exon
06g,Mamu,MHC_DPA_HAPLOTYPES,DPA1_06g,1,11_Mamu-DPA1_06g,Mamu-DPA1_06_02-exon
07_01,Mamu,MHC_DPA_HAPLOTYPES,DPA1_07_01,1,11_Mamu-DPA1_07_01,Mamu-DPA1_07_01-exon-miseq
07_01,Mamu,MHC_DPA_HAPLOTYPES,DPA1_07_01,1,11_Mamu-DPA1_07_01,Mamu-DPA1_07_01-exon
07_04,Mamu,MHC_DPA_HAPLOTYPES,DPA1_07_04,1,11_Mamu-DPA1_07_04,Mamu-DPA1_07_04-exon-miseq
07_04,Mamu,MHC_DPA_HAPLOTYPES,DPA1_07_04,1,11_Mamu-DPA1_07_04,Mamu-DPA1_07_04-exon
07_09,Mamu,MHC_DPA_HAPLOTYPES,DPA1_07_09,1,11_Mamu-DPA1_07_09,Mamu-DPA1_07_09-exon-miseq
07_09,Mamu,MHC_DPA_HAPLOTYPES,DPA1_07_09,1,11_Mamu-DPA1_07_09,Mamu-DPA1_07_09-exon
07g1,Mamu,MHC_DPA_HAPLOTYPES,DPA1_07g1,1,11_Mamu-DPA1_07g1,Mamu-DPA1_07_05g1-miseq
07g1,Mamu,MHC_DPA_HAPLOTYPES,DPA1_07g1,1,11_Mamu-DPA1_07g1,Mamu-DPA1_07_05-exon
07g1,Mamu,MHC_DPA_HAPLOTYPES,DPA1_07g1,1,11_Mamu-DPA1_07g1,Mamu-DPA1_07_08-exon
07g2,Mamu,MHC_DPA_HAPLOTYPES,DPA1_07g2,1,11_Mamu-DPA1_07g2,Mamu-DPA1_07_02g1-miseq
07g2,Mamu,MHC_DPA_HAPLOTYPES,DPA1_07g2,1,11_Mamu-DPA1_07g2,Mamu-DPA1_07_02-exon
07g2,Mamu,MHC_DPA_HAPLOTYPES,DPA1_07g2,1,11_Mamu-DPA1_07g2,Mamu-DPA1_07_06-exon
07g3,Mamu,MHC_DPA_HAPLOTYPES,DPA1_07g3,1,11_Mamu-DPA1_07g3,Mamu-DPA1_07_03g1-miseq
07g3,Mamu,MHC_DPA_HAPLOTYPES,DPA1_07g3,1,11_Mamu-DPA1_07g3,Mamu-DPA1_07_03-exon
07g3,Mamu,MHC_DPA_HAPLOTYPES,DPA1_07g3,1,11_Mamu-DPA1_07g3,Mamu-DPA1_07_10-exon
08g,Mamu,MHC_DPA_HAPLOTYPES,DPA1_08g,1,11_Mamu-DPA1_08g,Mamu-DPA1_08_01-exon-miseq
08g,Mamu,MHC_DPA_HAPLOTYPES,DPA1_08g,1,11_Mamu-DPA1_08g,Mamu-DPA1_08_01-exon
09_01,Mamu,MHC_DPA_HAPLOTYPES,DPA1_09_01,1,11_Mamu-DPA1_09_01,Mamu-DPA1_09_01-exon-miseq
09_01,Mamu,MHC_DPA_HAPLOTYPES,DPA1_09_01,1,11_Mamu-DPA1_09_01,Mamu-DPA1_09_01-exon
10_01,Mamu,MHC_DPA_HAPLOTYPES,DPA1_10_01,1,11_Mamu-DPA1_10_01,Mamu-DPA1_10_01-exon-miseq
10_01,Mamu,MHC_DPA_HAPLOTYPES,DPA1_10_01,1,11_Mamu-DPA1_10_01,Mamu-DPA1_10_01-exon
11_01,Mamu,MHC_DPA_HAPLOTYPES,DPA1_11_01,1,11_Mamu-DPA1_11_01,Mamu-DPA1_11_01-exon-miseq
11_01,Mamu,MHC_DPA_HAPLOTYPES,DPA1_11_01,1,11_Mamu-DPA1_11_01,Mamu-DPA1_11_01-exon
01g1,Mamu,MHC_DPB_HAPLOTYPES,DPB1_01g1,1,12_Mamu-DPB1_01g1,Mamu-DPB1_01_01g1-miseq
01g1,Mamu,MHC_DPB_HAPLOTYPES,DPB1_01g1,1,12_Mamu-DPB1_01g1,Mamu-DPB1_01_01-exon
01g1,Mamu,MHC_DPB_HAPLOTYPES,DPB1_01g1,1,12_Mamu-DPB1_01g1,Mamu-DPB1_01_06-exon
01g2,Mamu,MHC_DPB_HAPLOTYPES,DPB1_01g2,1,12_Mamu-DPB1_01g2,Mamu-DPB1_01_09-exon-miseq
01g2,Mamu,MHC_DPB_HAPLOTYPES,DPB1_01g2,1,12_Mamu-DPB1_01g2,Mamu-DPB1_01_09-exon
01g3,Mamu,MHC_DPB_HAPLOTYPES,DPB1_01g3,1,12_Mamu-DPB1_01g3,Mamu-DPB1_01_10g1-miseq
01g3,Mamu,MHC_DPB_HAPLOTYPES,DPB1_01g3,1,12_Mamu-DPB1_01g3,Mamu-DPB1_01_10-exon
01g3,Mamu,MHC_DPB_HAPLOTYPES,DPB1_01g3,1,12_Mamu-DPB1_01g3,Mamu-DPB1_01_16-exon
01g4,Mamu,MHC_DPB_HAPLOTYPES,DPB1_01g4,1,12_Mamu-DPB1_01g4,Mamu-DPB1_01_14-exon-miseq
01g4,Mamu,MHC_DPB_HAPLOTYPES,DPB1_01g4,1,12_Mamu-DPB1_01g4,Mamu-DPB1_01_14-exon
05_01,Mamu,MHC_DPB_HAPLOTYPES,DPB1_05_01,1,12_Mamu-DPB1_05_01,Mamu-DPB1_05_01-exon-miseq
05_01,Mamu,MHC_DPB_HAPLOTYPES,DPB1_05_01,1,12_Mamu-DPB1_05_01,Mamu-DPB1_05_01-exon
05_02,Mamu,MHC_DPB_HAPLOTYPES,DPB1_05_02,1,12_Mamu-DPB1_05_02,Mamu-DPB1_05_02-exon-miseq
05_02,Mamu,MHC_DPB_HAPLOTYPES,DPB1_05_02,1,12_Mamu-DPB1_05_02,Mamu-DPB1_05_02-exon
23_01,Mamu,MHC_DPB_HAPLOTYPES,DPB1_23_01,1,12_Mamu-DPB1_23_01,Mamu-DPB1_23_01-exon-miseq
23_01,Mamu,MHC_DPB_HAPLOTYPES,DPB1_23_01,1,12_Mamu-DPB1_23_01,Mamu-DPB1_23_01-exon
23_02,Mamu,MHC_DPB_HAPLOTYPES,DPB1_23_02,1,12_Mamu-DPB1_23_02,Mamu-DPB1_23_02-exon-miseq
23_02,Mamu,MHC_DPB_HAPLOTYPES,DPB1_23_02,1,12_Mamu-DPB1_23_02,Mamu-DPB1_23_02-exon
16_01,Mamu,MHC_DPB_HAPLOTYPES,DPB1_16_01,1,12_Mamu-DPB1_16_01,Mamu-DPB1_16_01-exon-miseq
16_01,Mamu,MHC_DPB_HAPLOTYPES,DPB1_16_01,1,12_Mamu-DPB1_16_01,Mamu-DPB1_16_01-exon
24_01,Mamu,MHC_DPB_HAPLOTYPES,DPB1_24_01,1,12_Mamu-DPB1_24_01,Mamu-DPB1_24_01-exon-miseq
24_01,Mamu,MHC_DPB_HAPLOTYPES,DPB1_24_01,1,12_Mamu-DPB1_24_01,Mamu-DPB1_24_01-exon
04_01,Mamu,MHC_DPB_HAPLOTYPES,DPB1_04_01,1,12_Mamu-DPB1_04_01,Mamu-DPB1_04_01-exon-miseq
04_01,Mamu,MHC_DPB_HAPLOTYPES,DPB1_04_01,1,12_Mamu-DPB1_04_01,Mamu-DPB1_04_01-exon
06g,Mamu,MHC_DPB_HAPLOTYPES,DPB1_06g,1,12_Mamu-DPB1_06g,Mamu-DPB1_06_02-exon-miseq
06g,Mamu,MHC_DPB_HAPLOTYPES,DPB1_06g,1,12_Mamu-DPB1_06g,Mamu-DPB1_06_02-exon
07g1,Mamu,MHC_DPB_HAPLOTYPES,DPB1_07g1,1,12_Mamu-DPB1_07g1,Mamu-DPB1_07_01g1-miseq
07g1,Mamu,MHC_DPB_HAPLOTYPES,DPB1_07g1,1,12_Mamu-DPB1_07g1,Mamu-DPB1_07_01-exon
07g1,Mamu,MHC_DPB_HAPLOTYPES,DPB1_07g1,1,12_Mamu-DPB1_07g1,Mamu-DPB1_07_07-exon
07g2,Mamu,MHC_DPB_HAPLOTYPES,DPB1_07g2,1,12_Mamu-DPB1_07g2,Mamu-DPB1_07_02_01-exon-miseq
07g2,Mamu,MHC_DPB_HAPLOTYPES,DPB1_07g2,1,12_Mamu-DPB1_07g2,Mamu-DPB1_07_02_01-exon
01g5,Mamu,MHC_DPB_HAPLOTYPES,DPB1_01g5,1,12_Mamu-DPB1_01g5,Mamu-DPB1_01_12-exon-miseq
01g5,Mamu,MHC_DPB_HAPLOTYPES,DPB1_01g5,1,12_Mamu-DPB1_01g5,Mamu-DPB1_01_12-exon
02_02,Mamu,MHC_DPB_HAPLOTYPES,DPB1_02_02,1,12_Mamu-DPB1_02_02,Mamu-DPB1_02_02-exon-miseq
02_02,Mamu,MHC_DPB_HAPLOTYPES,DPB1_02_02,1,12_Mamu-DPB1_02_02,Mamu-DPB1_02_02-exon
02g,Mamu,MHC_DPB_HAPLOTYPES,DPB1_02g,1,12_Mamu-DPB1_02g,Mamu-DPB1_02_01-exon-miseq
02g,Mamu,MHC_DPB_HAPLOTYPES,DPB1_02g,1,12_Mamu-DPB1_02g,Mamu-DPB1_02_01-exon
03g,Mamu,MHC_DPB_HAPLOTYPES,DPB1_03g,1,12_Mamu-DPB1_03g,Mamu-DPB1_03_01g1-miseq
03g,Mamu,MHC_DPB_HAPLOTYPES,DPB1_03g,1,12_Mamu-DPB1_03g,Mamu-DPB1_03_01-exon
03g,Mamu,MHC_DPB_HAPLOTYPES,DPB1_03g,1,12_Mamu-DPB1_03g,Mamu-DPB1_03_02-exon
06_04,Mamu,MHC_DPB_HAPLOTYPES,DPB1_06_04,1,12_Mamu-DPB1_06_04,Mamu-DPB1_06_04-exon-miseq
06_04,Mamu,MHC_DPB_HAPLOTYPES,DPB1_06_04,1,12_Mamu-DPB1_06_04,Mamu-DPB1_06_04-exon
08_01,Mamu,MHC_DPB_HAPLOTYPES,DPB1_08_01,1,12_Mamu-DPB1_08_01,Mamu-DPB1_08_01-exon-miseq
08_01,Mamu,MHC_DPB_HAPLOTYPES,DPB1_08_01,1,12_Mamu-DPB1_08_01,Mamu-DPB1_08_01-exon
08_02,Mamu,MHC_DPB_HAPLOTYPES,DPB1_08_02,1,12_Mamu-DPB1_08_02,Mamu-DPB1_08_02-exon-miseq
08_02,Mamu,MHC_DPB_HAPLOTYPES,DPB1_08_02,1,12_Mamu-DPB1_08_02,Mamu-DPB1_08_02-exon
15_03,Mamu,MHC_DPB_HAPLOTYPES,DPB1_15_03,1,12_Mamu-DPB1_15_03,12_Mamu-DPB1_15_03-miseq
15g,Mamu,MHC_DPB_HAPLOTYPES,DPB1_15g,1,12_Mamu-DPB1_15g,12_Mamu-DPB1_15g-miseq
17_01,Mamu,MHC_DPB_HAPLOTYPES,DPB1_17_01,1,12_Mamu-DPB1_17_01,Mamu-DPB1_17_01-exon-miseq
17_01,Mamu,MHC_DPB_HAPLOTYPES,DPB1_17_01,1,12_Mamu-DPB1_17_01,Mamu-DPB1_17_01-exon
18_01,Mamu,MHC_DPB_HAPLOTYPES,DPB1_18_01,1,12_Mamu-DPB1_18_01,Mamu-DPB1_18_01-exon-miseq
18_01,Mamu,MHC_DPB_HAPLOTYPES,DPB1_18_01,1,12_Mamu-DPB1_18_01,Mamu-DPB1_18_01-exon
19_02,Mamu,MHC_DPB_HAPLOTYPES,DPB1_19_02,1,12_Mamu-DPB1_19_02,Mamu-DPB1_19_02-exon-miseq
19_02,Mamu,MHC_DPB_HAPLOTYPES,DPB1_19_02,1,12_Mamu-DPB1_19_02,Mamu-DPB1_19_02-exon
19_06,Mamu,MHC_DPB_HAPLOTYPES,DPB1_19_06,1,12_Mamu-DPB1_19_06,Mamu-DPB1_19_06-exon-miseq
19_06,Mamu,MHC_DPB_HAPLOTYPES,DPB1_19_06,1,12_Mamu-DPB1_19_06,Mamu-DPB1_19_06-exon
19g1,Mamu,MHC_DPB_HAPLOTYPES,DPB1_19g1,1,12_Mamu-DPB1_19g1,Mamu-DPB1_19_01_01-exon-miseq
19g1,Mamu,MHC_DPB_HAPLOTYPES,DPB1_19g1,1,12_Mamu-DPB1_19g1,Mamu-DPB1_19_01_01-exon
19g2,Mamu,MHC_DPB_HAPLOTYPES,DPB1_19g2,1,12_Mamu-DPB1_19g2,Mamu-DPB1_19_04g1-miseq
19g2,Mamu,MHC_DPB_HAPLOTYPES,DPB1_19g2,1,12_Mamu-DPB1_19g2,Mamu-DPB1_19_04-exon
19g2,Mamu,MHC_DPB_HAPLOTYPES,DPB1_19g2,1,12_Mamu-DPB1_19g2,Mamu-DPB1_19_05-exon
21_01,Mamu,MHC_DPB_HAPLOTYPES,DPB1_21_01,1,12_Mamu-DPB1_21_01,Mamu-DPB1_21_01-exon-miseq
21_01,Mamu,MHC_DPB_HAPLOTYPES,DPB1_21_01,1,12_Mamu-DPB1_21_01,Mamu-DPB1_21_01-exon
21_02,Mamu,MHC_DPB_HAPLOTYPES,DPB1_21_02,1,12_Mamu-DPB1_21_02,Mamu-DPB1_21_02-exon-miseq
21_02,Mamu,MHC_DPB_HAPLOTYPES,DPB1_21_02,1,12_Mamu-DPB1_21_02,Mamu-DPB1_21_02-exon
21_03,Mamu,MHC_DPB_HAPLOTYPES,DPB1_21_03,1,12_Mamu-DPB1_21_03,Mamu-DPB1_21_03-exon-miseq
21_03,Mamu,MHC_DPB_HAPLOTYPES,DPB1_21_03,1,12_Mamu-DPB1_21_03,Mamu-DPB1_21_03-exon
