Mamu-A1_002_02-exon
Mamu-DQB1_06_11_01-exon
Mamu-DQB1_06_11_02-exon
Mamu-DQB1_06_12-exon
Mamu-DQB1_06_13_01-exon
Mamu-DQB1_06_13_02-exon
Mamu-DQB1_06_15-exon
Mamu-DQB1_06_16-exon
Mamu-DQB1_06_17-exon
Mamu-DQB1_06_18-exon
Mamu-DQB1_06_19-exon
Mamu-DQB1_06_20-exon
Mamu-DQB1_06_21-exon
Mamu-DQB1_06_22-exon
Mamu-DQB1_06_26-exon
Mamu-DQB1_15_01_01-exon
Mamu-DQB1_15_02-exon
Mamu-DQB1_15_03-exon
Mamu-DQB1_15_04-exon
Mamu-DQB1_15_05-exon
Mamu-DQB1_15_06-exon
Mamu-DQB1_16_01-exon
Mamu-DQB1_16_02-exon
Mamu-DQB1_16_03-exon
Mamu-DQB1_17_03-exon
Mamu-DQB1_17_07-exon
Mamu-DQB1_17_11-exon
Mamu-DQB1_17_13-exon
Mamu-DQB1_18_01-exon
Mamu-DQB1_18_02-exon
Mamu-DQB1_18_03-exon
Mamu-DQB1_18_04-exon
Mamu-DQB1_18_07-exon
Mamu-DQB1_18_10-exon
Mamu-DQB1_18_12-exon
Mamu-DQB1_18_13-exon
Mamu-DQB1_18_14-exon
Mamu-DQB1_18_18-exon
Mamu-DQB1_18_19_01-exon
Mamu-DQB1_18_20-exon
Mamu-DQB1_18_22-exon
Mamu-DQB1_18_24-exon
Mamu-DQB1_18_25-exon
Mamu-DQB1_18_26N-exon
Mamu-DQB1_24_01-exon
Mamu-DQB1_26_01-exon
Mamu-DQB1_26_02-exon
Mamu-DQB1_26_03-exon
Mamu-DQB1_26_04_01-exon
Mamu-DQB1_26_04_02-exon
Mamu-DQB1_26_05-exon
Mamu-DQB1_26_06-exon
Mamu-DQB1_26_07-exon
Mamu-DQB1_27_01-exon
Mamu-DQB1_27_02-exon
Mamu-DQB1_27_03-exon
Mamu-DQB1_27_04-exon
Mamu-DQB1_27_05-exon
Mamu-DQB1_27_06-exon
Mamu-DQB1_28_01-exon
Mamu-DRB1_03_01-exon
Mamu-DRB1_03_02-exon
Mamu-DRB1_03_03_02-exon
Mamu-DRB1_03_04-exon
Mamu-DRB1_03_05-exon
Mamu-DRB1_03_07-exon
Mamu-DRB1_03_08-exon
Mamu-DRB1_03_10-exon
Mamu-DRB1_03_11-exon
Mamu-DRB1_03_13_01-exon
Mamu-DRB1_03_14-exon
Mamu-DRB1_03_15-exon
Mamu-DRB1_03_17-exon
Mamu-DRB1_03_18-exon
Mamu-DRB1_03_19-exon
Mamu-DRB1_03_20-exon
Mamu-DRB1_03_21-exon
Mamu-DRB1_03_22-exon
Mamu-DRB1_03_23-exon
Mamu-DRB1_03_24-exon
Mamu-DRB1_03_25-exon
Mamu-DRB1_03_27-exon
Mamu-DRB1_03_28-exon
Mamu-DRB1_03_29-exon
Mamu-DRB1_03_30-exon
Mamu-DRB1_03_31N-exon
Mamu-DRB1_04_02-exon
Mamu-DRB1_04_03-exon
Mamu-DRB1_04_05-exon
Mamu-DRB1_04_06_01-exon
Mamu-DRB1_04_06_02-exon
Mamu-DRB1_04_07-exon
Mamu-DRB1_04_08-exon
Mamu-DRB1_04_09-exon
Mamu-DRB1_04_10-exon
Mamu-DRB1_04_11-exon
Mamu-DRB1_04_12-exon
Mamu-DRB1_04_14-exon
Mamu-DRB1_04_15-exon
Mamu-DRB1_04_16-exon
Mamu-DRB1_04_18-exon
Mamu-DRB1_04_19N-exon
Mamu-DRB1_04_20-exon
Mamu-DRB1_04_21-exon
Mamu-DRB1_07_01-exon
Mamu-DRB1_07_02-exon
Mamu-DRB1_07_03_01-exon
Mamu-DRB1_07_03_02-exon
Mamu-DRB1_07_03_03-exon
Mamu-DRB1_07_04-exon
Mamu-DRB1_10_01-exon
Mamu-DRB1_10_02_01-exon
Mamu-DRB1_10_02_02-exon
Mamu-DRB1_10_03-exon
Mamu-DRB1_10_04-exon
Mamu-DRB1_10_05-exon
Mamu-DRB1_10_06-exon
Mamu-DRB1_10_08-exon
Mamu-DRB1_10_09-exon
Mamu-DRB1_10_10-exon
Mamu-DRB1_10_11-exon
Mamu-DRB1_10_12-exon
Mamu-DRB1_10_13-exon
Mamu-DRB1_10_14-exon
Mamu-DRB1_10_15-exon
Mamu-DRB1_10_16-exon
Mamu-DRB1_10_17-exon
Mamu-DRB3_04_01-exon
Mamu-DRB3_04_02-exon
Mamu-DRB3_04_03-exon
Mamu-DRB3_04_04-exon
Mamu-DRB3_04_06-exon
Mamu-DRB3_04_07-exon
Mamu-DRB3_04_09-exon
Mamu-DRB3_04_10-exon
Mamu-DRB3_04_11-exon
Mamu-DRB3_04_12-exon
Mamu-DRB3_04_13-exon
Mamu-DRB3_04_14-exon
Mamu-DRB3_04_16_01-exon
Mamu-DRB3_04_17-exon
Mamu-DRB4_01_01-exon
Mamu-DRB4_01_02-exon
Mamu-DRB4_01_03-exon
Mamu-DRB4_01_04-exon
Mamu-DRB5_03_02-exon
Mamu-DRB5_03_03-exon
Mamu-DRB5_03_04-exon
Mamu-DRB5_03_05-exon
Mamu-DRB5_03_06-exon
Mamu-DRB5_03_07_01-exon
Mamu-DRB5_03_07_02-exon
Mamu-DRB5_03_08-exon
Mamu-DRB5_03_09-exon
Mamu-DRB5_03_10-exon
Mamu-DRB6_01_01N-exon
Mamu-DRB6_01_08-exon
Mamu-DRB6_01_09N-exon
Mamu-DRB6_01_10-exon
Mamu-DRB6_01_11-exon
Mamu-DRB6_01_12_01-exon
Mamu-DRB6_01_12_02-exon
Mamu-DRB6_01_21-exon
Mamu-DRB6_01_22-exon
Mamu-DRB6_01_23-exon
Mamu-DRB6_01_27-exon
Mamu-DRB6_01_29-exon
Mamu-DRB6_05_01-exon
Mamu-DRB_W001_01-exon
Mamu-DRB_W001_02-exon
Mamu-DRB_W001_03-exon
Mamu-DRB_W001_04-exon
Mamu-DRB_W001_05_01-exon
Mamu-DRB_W001_07-exon
Mamu-DRB_W002_02-exon
Mamu-DRB_W002_03-exon
Mamu-DRB_W002_04-exon
Mamu-DRB_W003_01-exon
Mamu-DRB_W003_02-exon
Mamu-DRB_W003_03_01-exon
Mamu-DRB_W003_04-exon
Mamu-DRB_W003_06-exon
Mamu-DRB_W003_07-exon
Mamu-DRB_W003_08-exon
Mamu-DRB_W003_09-exon
Mamu-DRB_W003_10-exon
Mamu-DRB_W003_11-exon
Mamu-DRB_W003_12-exon
Mamu-DRB_W003_13-exon
Mamu-DRB_W003_14-exon
Mamu-DRB_W003_15_01-exon
Mamu-DRB_W003_15_02-exon
Mamu-DRB_W004_01-exon
Mamu-DRB_W004_02_01-exon
Mamu-DRB_W004_02_02-exon
Mamu-DRB_W004_03-exon
Mamu-DRB_W004_04-exon
Mamu-DRB_W004_05-exon
Mamu-DRB_W004_06-exon
Mamu-DRB_W004_08-exon
Mamu-DRB_W005_01-exon
Mamu-DRB_W005_02-exon
Mamu-DRB_W005_03-exon
Mamu-DRB_W006_01-exon
Mamu-DRB_W006_02-exon
Mamu-DRB_W006_04-exon
Mamu-DRB_W006_05-exon
Mamu-DRB_W006_06-exon
Mamu-DRB_W006_07-exon
Mamu-DRB_W006_08-exon
Mamu-DRB_W006_09_01-exon
Mamu-DRB_W006_09_02-exon
Mamu-DRB_W006_10-exon
Mamu-DRB_W006_11-exon
Mamu-DRB_W006_12-exon
Mamu-DRB_W006_13-exon
Mamu-DRB_W007_01-exon
Mamu-DRB_W007_02_01-exon
Mamu-DRB_W007_02_02-exon
Mamu-DRB_W007_03-exon
Mamu-DRB_W007_04-exon
Mamu-DRB_W007_05-exon
Mamu-DRB_W020_01-exon
Mamu-DRB_W020_02_01-exon
Mamu-DRB_W020_02_02-exon
Mamu-DRB_W020_03-exon
Mamu-DRB_W020_04-exon
Mamu-DRB_W021_01-exon
Mamu-DRB_W021_02-exon
Mamu-DRB_W021_03-exon
Mamu-DRB_W021_04-exon
Mamu-DRB_W021_05-exon
Mamu-DRB_W025_01-exon
Mamu-DRB_W025_02-exon
Mamu-DRB_W025_03-exon
Mamu-DRB_W025_04-exon
Mamu-DRB_W025_05_01-exon
Mamu-DRB_W025_05_02-exon
Mamu-DRB_W025_06-exon
Mamu-DRB_W025_08-exon
Mamu-DRB_W025_09-exon
Mamu-DRB_W025_10-exon
Mamu-DRB_W026_01-exon
Mamu-DRB_W026_02-exon
Mamu-DRB_W026_03-exon
Mamu-DRB_W027_01-exon
Mamu-DRB_W027_02-exon
Mamu-DRB_W027_03-exon
Mamu-DRB_W027_04-exon
Mamu-DRB_W027_05-exon
Mamu-DRB_W027_06-exon
Mamu-DRB_W027_07-exon
Mamu-DRB_W027_08-exon
Mamu-DRB_W028_01-exon
Mamu-DRB_W028_02-exon
Mamu-DRB_W031_01-exon
Mamu-DRB_W031_02-exon
Mamu-DRB_W036_01-exon
Mamu-DRB_W036_02-exon
Mamu-DRB_W037_01-exon
Mamu-DRB_W040_01-exon
Mamu-DRB_W040_02-exon
Mamu-DRB_W040_03-exon
Mamu-DRB_W053_01-exon
Mamu-DRB_W059_01-exon
Mamu-DRB_W059_02-exon
Mamu-DRB_W062_01-exon
Mamu-DRB_W068_01-exon
Mamu-DRB_W069_01-exon
Mamu-DRB_W069_02-exon
Mamu-DRB_W079_01-exon
Mamu-DRB_W101_01-exon
Mamu-DRB_W102_01-exon
Mamu-E_02_04-exon
Mamu-E_02_05-exon
Mamu-E_02_12_01-exon
Mamu-E_02_12_02-exon
Mamu-E_02_15-exon
Mamu-E_02_16-exon
Mamu-E_02_18-exon
Mamu-E_02_21-exon
Mamu-F_02_01-exon
Mamu-F_02_03_01-exon
Mamu-F_02_04_01-exon
Mamu-F_02_04_03-exon
Mamu-F_02_05-exon
Mamu-F_02_08_01-exon
Mamu-F_02_10-exon
Mamu-F_02_14-exon
Mamu-F_02_16-exon
Mamu-F_02_18-exon
Mamu-G_02_01-exon
Mamu-G_02_02-exon
Mamu-G_02_03-exon
Mamu-G_02_04-exon
Mamu-I_01_01_04-exon
Mamu-I_01_06_03-exon
Mamu-I_01_06_12Sp-exon
Mamu-I_01_06_21-exon
Mamu-I_01_07-exon
Mamu-I_01_22-exon
Mamu-I_01_23-exon
Mamu-I_01_29-exon
Mamu-I_01_32-exon
Mamu-I_01_35-exon
Mamu-I_01_39-exon
Mamu-I_01_42-exon
Mamu-I_03_01-exon
