HAPLOTYPE_CALL,PREFIX,TYPE,allele,CALL_COUNT,haplo_allele,allele_ipd
B043.01,Mamu,MHC_B_HAPLOTYPES,B_030,2,03_Mamu-B_030g2,Mamu-B__030_02_01_06-nuc
B043.02,Mamu,MHC_B_HAPLOTYPES,B_030,4,03_Mamu-B_030g2,Mamu-B_030g2-diag
B043.02,Mamu,MHC_B_HAPLOTYPES,B_030,4,03_Mamu-B_030g2,Mamu-B__030_02_01_01-gen
B043.02,Mamu,MHC_B_HAPLOTYPES,B_030,4,03_Mamu-B_030g2,Mamu-B__030_02_01_02-gen
B043.02,Mamu,MHC_B_HAPLOTYPES,B_030,4,03_Mamu-B_030g2,Mamu-B__030_02_01_03-gen
B043.02,Mamu,MHC_B_HAPLOTYPES,B_030,4,03_Mamu-B_030g2,Mamu-B__030_02_01_04-gen
B043.02,Mamu,MHC_B_HAPLOTYPES,B_030,4,03_Mamu-B_030g2,Mamu-B__030_02_01_05-gen
B043.02,Mamu,MHC_B_HAPLOTYPES,B_030,4,03_Mamu-B_030g2,Mamu-B__030_02_01_06-gen
B043.02,Mamu,MHC_B_HAPLOTYPES,B_030,4,03_Mamu-B_030g2,Mamu-B__030_02_01_01-nuc
B043.02,Mamu,MHC_B_HAPLOTYPES,B_030,4,03_Mamu-B_030g2,Mamu-B__030_05-nuc
B043.02,Mamu,MHC_B_HAPLOTYPES,B_030,4,03_Mamu-B_030g2,Mamu-B__030_02_01_02-nuc
B043.02,Mamu,MHC_B_HAPLOTYPES,B_030,4,03_Mamu-B_030g2,Mamu-B__030_02_01_03-nuc
B043.02,Mamu,MHC_B_HAPLOTYPES,B_030,4,03_Mamu-B_030g2,Mamu-B__030_02_01_04-nuc
B043.02,Mamu,MHC_B_HAPLOTYPES,B_030,4,03_Mamu-B_030g2,Mamu-B__030_02_01_05-nuc
B043.02,Mamu,MHC_B_HAPLOTYPES,B_030,4,03_Mamu-B_030g2,Mamu-B__030_02_01_06-nuc
B043.03,Mamu,MHC_B_HAPLOTYPES,B_030,3,03_Mamu-B_030g2,Mamu-B_030g2-diag
B043.03,Mamu,MHC_B_HAPLOTYPES,B_030,3,03_Mamu-B_030g2,Mamu-B__030_02_01_01-gen
B043.03,Mamu,MHC_B_HAPLOTYPES,B_030,3,03_Mamu-B_030g2,Mamu-B__030_02_01_02-gen
B043.03,Mamu,MHC_B_HAPLOTYPES,B_030,3,03_Mamu-B_030g2,Mamu-B__030_02_01_03-gen
B043.03,Mamu,MHC_B_HAPLOTYPES,B_030,3,03_Mamu-B_030g2,Mamu-B__030_02_01_04-gen
B043.03,Mamu,MHC_B_HAPLOTYPES,B_030,3,03_Mamu-B_030g2,Mamu-B__030_02_01_05-gen
B043.03,Mamu,MHC_B_HAPLOTYPES,B_030,3,03_Mamu-B_030g2,Mamu-B__030_02_01_06-gen
B043.03,Mamu,MHC_B_HAPLOTYPES,B_030,3,03_Mamu-B_030g2,Mamu-B__030_02_01_01-nuc
B043.03,Mamu,MHC_B_HAPLOTYPES,B_030,3,03_Mamu-B_030g2,Mamu-B__030_05-nuc
B043.03,Mamu,MHC_B_HAPLOTYPES,B_030,3,03_Mamu-B_030g2,Mamu-B__030_02_01_02-nuc
B043.03,Mamu,MHC_B_HAPLOTYPES,B_030,3,03_Mamu-B_030g2,Mamu-B__030_02_01_03-nuc
B043.03,Mamu,MHC_B_HAPLOTYPES,B_030,3,03_Mamu-B_030g2,Mamu-B__030_02_01_04-nuc
B043.03,Mamu,MHC_B_HAPLOTYPES,B_030,3,03_Mamu-B_030g2,Mamu-B__030_02_01_05-nuc
B043.03,Mamu,MHC_B_HAPLOTYPES,B_030,3,03_Mamu-B_030g2,Mamu-B__030_02_01_06-nuc
B001.03,Mamu,MHC_B_HAPLOTYPES,B_094,3,03_Mamu-B_094_01_01_01,Mamu-B_094g1-diag
B001.03,Mamu,MHC_B_HAPLOTYPES,B_094,3,03_Mamu-B_094_01_01_01,Mamu-B__094_01_01_01-gen
B001.03,Mamu,MHC_B_HAPLOTYPES,B_094,3,03_Mamu-B_094_01_01_01,Mamu-B__094_01_01_01-nuc
B001.03,Mamu,MHC_B_HAPLOTYPES,B_095,3,03_Mamu-B_095_01_01_01,Mamu-B_095g1-diag
B001.03,Mamu,MHC_B_HAPLOTYPES,B_095,3,03_Mamu-B_095_01_01_01,Mamu-B__095_01_01_01-gen
B001.03,Mamu,MHC_B_HAPLOTYPES,B_095,3,03_Mamu-B_095_01_01_01,Mamu-B__095_01_01_01-nuc
B001.03,Mamu,MHC_B_HAPLOTYPES,B_095,3,03_Mamu-B_095_02_01_01,Mamu-B_095g2-diag
B001.03,Mamu,MHC_B_HAPLOTYPES,B_095,3,03_Mamu-B_095_02_01_01,Mamu-B__095_02_01_01-gen
B001.03,Mamu,MHC_B_HAPLOTYPES,B_095,3,03_Mamu-B_095_02_01_01,Mamu-B__095_02_01_01-nuc
B001.03,Mamu,MHC_B_HAPLOTYPES,B_095,3,03_Mamu-B_095_03,Mamu-B__095_03-nuc-diag
B001.03,Mamu,MHC_B_HAPLOTYPES,B_095,3,03_Mamu-B_095_03,Mamu-B__095_03-nuc
B002.01,Mamu,MHC_B_HAPLOTYPES,B_002,1,03_Mamu-B_002_03,Mamu-B__002_03-nuc-diag
B002.01,Mamu,MHC_B_HAPLOTYPES,B_002,1,03_Mamu-B_002_03,Mamu-B__002_03-nuc
B002.01,Mamu,MHC_B_HAPLOTYPES,B_002,1,03_Mamu-B_002g,Mamu-B_002g1-diag
B002.01,Mamu,MHC_B_HAPLOTYPES,B_002,1,03_Mamu-B_002g,Mamu-B__002_01_01_01-gen
B002.01,Mamu,MHC_B_HAPLOTYPES,B_002,1,03_Mamu-B_002g,Mamu-B__002_01_01_02-gen
B002.01,Mamu,MHC_B_HAPLOTYPES,B_002,1,03_Mamu-B_002g,Mamu-B__002_02-nuc
B002.01,Mamu,MHC_B_HAPLOTYPES,B_002,1,03_Mamu-B_002g,Mamu-B__002_01_01_01-nuc
B002.01,Mamu,MHC_B_HAPLOTYPES,B_002,1,03_Mamu-B_002g,Mamu-B__002_01_01_02-nuc
B008.01,Mamu,MHC_B_HAPLOTYPES,B_008,2,03_Mamu-B_008_01_01_01,Mamu-B_008g1-diag
B008.01,Mamu,MHC_B_HAPLOTYPES,B_008,2,03_Mamu-B_008_01_01_01,Mamu-B__008_01_01_01-gen
B008.01,Mamu,MHC_B_HAPLOTYPES,B_008,2,03_Mamu-B_008_01_01_01,Mamu-B__008_01_01_01-nuc
B008.01,Mamu,MHC_B_HAPLOTYPES,B_006,2,03_Mamu-B_006g,Mamu-B_006g1-diag
B008.01,Mamu,MHC_B_HAPLOTYPES,B_006,2,03_Mamu-B_006g,Mamu-B__006_01_01_01-gen
B008.01,Mamu,MHC_B_HAPLOTYPES,B_006,2,03_Mamu-B_006g,Mamu-B__006_02_01_01-gen
B008.01,Mamu,MHC_B_HAPLOTYPES,B_006,2,03_Mamu-B_006g,Mamu-B__006_01_01_02-gen
B008.01,Mamu,MHC_B_HAPLOTYPES,B_006,2,03_Mamu-B_006g,Mamu-B__006_01_01_01-nuc
B008.01,Mamu,MHC_B_HAPLOTYPES,B_006,2,03_Mamu-B_006g,Mamu-B__006_02_01_01-nuc
B008.01,Mamu,MHC_B_HAPLOTYPES,B_006,2,03_Mamu-B_006g,Mamu-B__006_01_01_02-nuc
B071.01,Mamu,MHC_B_HAPLOTYPES,B_006,2,03_Mamu-B_006g,Mamu-B_006g1-diag
B071.01,Mamu,MHC_B_HAPLOTYPES,B_006,2,03_Mamu-B_006g,Mamu-B__006_01_01_01-gen
B071.01,Mamu,MHC_B_HAPLOTYPES,B_006,2,03_Mamu-B_006g,Mamu-B__006_02_01_01-gen
B071.01,Mamu,MHC_B_HAPLOTYPES,B_006,2,03_Mamu-B_006g,Mamu-B__006_01_01_02-gen
B071.01,Mamu,MHC_B_HAPLOTYPES,B_006,2,03_Mamu-B_006g,Mamu-B__006_01_01_01-nuc
B071.01,Mamu,MHC_B_HAPLOTYPES,B_006,2,03_Mamu-B_006g,Mamu-B__006_02_01_01-nuc
B071.01,Mamu,MHC_B_HAPLOTYPES,B_006,2,03_Mamu-B_006g,Mamu-B__006_01_01_02-nuc
B012.01,Mamu,MHC_B_HAPLOTYPES,B_012,3,03_Mamu-B_012_02,Mamu-B__012_02-nuc-diag
B012.01,Mamu,MHC_B_HAPLOTYPES,B_012,3,03_Mamu-B_012_02,Mamu-B__012_02-nuc
B012.02,Mamu,MHC_B_HAPLOTYPES,B_012,3,03_Mamu-B_012_02,Mamu-B__012_02-nuc-diag
B012.02,Mamu,MHC_B_HAPLOTYPES,B_012,3,03_Mamu-B_012_02,Mamu-B__012_02-nuc
B012.03,Mamu,MHC_B_HAPLOTYPES,B_012,4,03_Mamu-B_012_02,Mamu-B__012_02-nuc-diag
B012.03,Mamu,MHC_B_HAPLOTYPES,B_012,4,03_Mamu-B_012_02,Mamu-B__012_02-nuc
B012.01,Mamu,MHC_B_HAPLOTYPES,B_012,3,03_Mamu-B_012g,Mamu-B_012g1-diag
B012.01,Mamu,MHC_B_HAPLOTYPES,B_012,3,03_Mamu-B_012g,Mamu-B__012_01_01_01-gen
B012.01,Mamu,MHC_B_HAPLOTYPES,B_012,3,03_Mamu-B_012g,Mamu-B__012_01_01_02-gen
B012.01,Mamu,MHC_B_HAPLOTYPES,B_012,3,03_Mamu-B_012g,Mamu-B__012_01_01_03-gen
B012.01,Mamu,MHC_B_HAPLOTYPES,B_012,3,03_Mamu-B_012g,Mamu-B__012_01_01_01-nuc
B012.01,Mamu,MHC_B_HAPLOTYPES,B_012,3,03_Mamu-B_012g,Mamu-B__012_01_01_02-nuc
B012.01,Mamu,MHC_B_HAPLOTYPES,B_012,3,03_Mamu-B_012g,Mamu-B__012_01_01_03-nuc
B012.02,Mamu,MHC_B_HAPLOTYPES,B_012,3,03_Mamu-B_012g,Mamu-B_012g1-diag
B012.02,Mamu,MHC_B_HAPLOTYPES,B_012,3,03_Mamu-B_012g,Mamu-B__012_01_01_01-gen
B012.02,Mamu,MHC_B_HAPLOTYPES,B_012,3,03_Mamu-B_012g,Mamu-B__012_01_01_02-gen
B012.02,Mamu,MHC_B_HAPLOTYPES,B_012,3,03_Mamu-B_012g,Mamu-B__012_01_01_03-gen
B012.02,Mamu,MHC_B_HAPLOTYPES,B_012,3,03_Mamu-B_012g,Mamu-B__012_01_01_01-nuc
B012.02,Mamu,MHC_B_HAPLOTYPES,B_012,3,03_Mamu-B_012g,Mamu-B__012_01_01_02-nuc
B012.02,Mamu,MHC_B_HAPLOTYPES,B_012,3,03_Mamu-B_012g,Mamu-B__012_01_01_03-nuc
B012.03,Mamu,MHC_B_HAPLOTYPES,B_012,4,03_Mamu-B_012g,Mamu-B_012g1-diag
B012.03,Mamu,MHC_B_HAPLOTYPES,B_012,4,03_Mamu-B_012g,Mamu-B__012_01_01_01-gen
B012.03,Mamu,MHC_B_HAPLOTYPES,B_012,4,03_Mamu-B_012g,Mamu-B__012_01_01_02-gen
B012.03,Mamu,MHC_B_HAPLOTYPES,B_012,4,03_Mamu-B_012g,Mamu-B__012_01_01_03-gen
B012.03,Mamu,MHC_B_HAPLOTYPES,B_012,4,03_Mamu-B_012g,Mamu-B__012_01_01_01-nuc
B012.03,Mamu,MHC_B_HAPLOTYPES,B_012,4,03_Mamu-B_012g,Mamu-B__012_01_01_02-nuc
B012.03,Mamu,MHC_B_HAPLOTYPES,B_012,4,03_Mamu-B_012g,Mamu-B__012_01_01_03-nuc
B012.01,Mamu,MHC_B_HAPLOTYPES,B_082,3,03_Mamu-B_082_08,Mamu-B__082_08-nuc-diag
B012.01,Mamu,MHC_B_HAPLOTYPES,B_082,3,03_Mamu-B_082_08,Mamu-B__082_08-nuc
B012.01,Mamu,MHC_B_HAPLOTYPES,B_082,3,03_Mamu-B_082g1,Mamu-B_082g1-diag
B012.01,Mamu,MHC_B_HAPLOTYPES,B_082,3,03_Mamu-B_082g1,Mamu-B__082_01_01_01-gen
B012.01,Mamu,MHC_B_HAPLOTYPES,B_082,3,03_Mamu-B_082g1,Mamu-B__082_03_01_01-gen
B012.01,Mamu,MHC_B_HAPLOTYPES,B_082,3,03_Mamu-B_082g1,Mamu-B__082_03_01_02-gen
B012.01,Mamu,MHC_B_HAPLOTYPES,B_082,3,03_Mamu-B_082g1,Mamu-B__082_01_01_01-nuc
B012.01,Mamu,MHC_B_HAPLOTYPES,B_082,3,03_Mamu-B_082g1,Mamu-B__082_05-nuc
B012.01,Mamu,MHC_B_HAPLOTYPES,B_082,3,03_Mamu-B_082g1,Mamu-B__082_03_01_01-nuc
B012.01,Mamu,MHC_B_HAPLOTYPES,B_082,3,03_Mamu-B_082g1,Mamu-B__082_04-nuc
B012.01,Mamu,MHC_B_HAPLOTYPES,B_082,3,03_Mamu-B_082g1,Mamu-B__082_07_01_01-nuc
B012.01,Mamu,MHC_B_HAPLOTYPES,B_082,3,03_Mamu-B_082g1,Mamu-B__082_06_01-nuc
B012.01,Mamu,MHC_B_HAPLOTYPES,B_082,3,03_Mamu-B_082g1,Mamu-B__082_06_02-nuc
B012.01,Mamu,MHC_B_HAPLOTYPES,B_082,3,03_Mamu-B_082g1,Mamu-B__082_10-nuc
B012.01,Mamu,MHC_B_HAPLOTYPES,B_082,3,03_Mamu-B_082g1,Mamu-B__082_11-nuc
B012.01,Mamu,MHC_B_HAPLOTYPES,B_082,3,03_Mamu-B_082g1,Mamu-B__082_03_01_02-nuc
B012.01,Mamu,MHC_B_HAPLOTYPES,B_082,3,03_Mamu-B_082g2,Mamu-B_082g2-diag
B012.01,Mamu,MHC_B_HAPLOTYPES,B_082,3,03_Mamu-B_082g2,Mamu-B__082_02_01_01-gen
B012.01,Mamu,MHC_B_HAPLOTYPES,B_082,3,03_Mamu-B_082g2,Mamu-B__082_02_01_02-gen
B012.01,Mamu,MHC_B_HAPLOTYPES,B_082,3,03_Mamu-B_082g2,Mamu-B__082_02_01_01-nuc
B012.01,Mamu,MHC_B_HAPLOTYPES,B_082,3,03_Mamu-B_082g2,Mamu-B__082_09-nuc
B012.01,Mamu,MHC_B_HAPLOTYPES,B_082,3,03_Mamu-B_082g2,Mamu-B__082_02_01_02-nuc
B012.02,Mamu,MHC_B_HAPLOTYPES,B_022,3,03_Mamu-B_022g,Mamu-B_022g1-diag
B012.02,Mamu,MHC_B_HAPLOTYPES,B_022,3,03_Mamu-B_022g,Mamu-B__022_01_01_01-gen
B012.02,Mamu,MHC_B_HAPLOTYPES,B_022,3,03_Mamu-B_022g,Mamu-B__022_01_01_02-gen
B012.02,Mamu,MHC_B_HAPLOTYPES,B_022,3,03_Mamu-B_022g,Mamu-B__022_01_01_01-nuc
B012.02,Mamu,MHC_B_HAPLOTYPES,B_022,3,03_Mamu-B_022g,Mamu-B__022_02-nuc
B012.02,Mamu,MHC_B_HAPLOTYPES,B_022,3,03_Mamu-B_022g,Mamu-B__022_01_01_02-nuc
B012.03,Mamu,MHC_B_HAPLOTYPES,B_022,4,03_Mamu-B_022g,Mamu-B_022g1-diag
B012.03,Mamu,MHC_B_HAPLOTYPES,B_022,4,03_Mamu-B_022g,Mamu-B__022_01_01_01-gen
B012.03,Mamu,MHC_B_HAPLOTYPES,B_022,4,03_Mamu-B_022g,Mamu-B__022_01_01_02-gen
B012.03,Mamu,MHC_B_HAPLOTYPES,B_022,4,03_Mamu-B_022g,Mamu-B__022_01_01_01-nuc
B012.03,Mamu,MHC_B_HAPLOTYPES,B_022,4,03_Mamu-B_022g,Mamu-B__022_02-nuc
B012.03,Mamu,MHC_B_HAPLOTYPES,B_022,4,03_Mamu-B_022g,Mamu-B__022_01_01_02-nuc
B012.03,Mamu,MHC_B_HAPLOTYPES,B_031g,4,03_Mamu-B_031g,Mamu-B_031g1-diag
B012.03,Mamu,MHC_B_HAPLOTYPES,B_031g,4,03_Mamu-B_031g,Mamu-B__031_02_01_01-gen
B012.03,Mamu,MHC_B_HAPLOTYPES,B_031g,4,03_Mamu-B_031g,Mamu-B__031_01_01_01-gen
B012.03,Mamu,MHC_B_HAPLOTYPES,B_031g,4,03_Mamu-B_031g,Mamu-B__031_02_01_01-nuc
B012.03,Mamu,MHC_B_HAPLOTYPES,B_031g,4,03_Mamu-B_031g,Mamu-B__031_01_01_01-nuc
B015.03,Mamu,MHC_B_HAPLOTYPES,B_031g,3,03_Mamu-B_031g,Mamu-B_031g1-diag
B015.03,Mamu,MHC_B_HAPLOTYPES,B_031g,3,03_Mamu-B_031g,Mamu-B__031_02_01_01-gen
B015.03,Mamu,MHC_B_HAPLOTYPES,B_031g,3,03_Mamu-B_031g,Mamu-B__031_01_01_01-gen
B015.03,Mamu,MHC_B_HAPLOTYPES,B_031g,3,03_Mamu-B_031g,Mamu-B__031_02_01_01-nuc
B015.03,Mamu,MHC_B_HAPLOTYPES,B_031g,3,03_Mamu-B_031g,Mamu-B__031_01_01_01-nuc
B015.01,Mamu,MHC_B_HAPLOTYPES,B_015g2,2,03_Mamu-B_015g2,Mamu-B_015g2-diag
B015.01,Mamu,MHC_B_HAPLOTYPES,B_015g2,2,03_Mamu-B_015g2,Mamu-B__015_05_01_01-gen
B015.01,Mamu,MHC_B_HAPLOTYPES,B_015g2,2,03_Mamu-B_015g2,Mamu-B__015_04_01_01-gen
B015.01,Mamu,MHC_B_HAPLOTYPES,B_015g2,2,03_Mamu-B_015g2,Mamu-B__015_05_01_02-gen
B015.01,Mamu,MHC_B_HAPLOTYPES,B_015g2,2,03_Mamu-B_015g2,Mamu-B__015_05_01_03-gen
B015.01,Mamu,MHC_B_HAPLOTYPES,B_015g2,2,03_Mamu-B_015g2,Mamu-B__015_05_01_01-nuc
B015.01,Mamu,MHC_B_HAPLOTYPES,B_015g2,2,03_Mamu-B_015g2,Mamu-B__015_04_01_01-nuc
B015.01,Mamu,MHC_B_HAPLOTYPES,B_015g2,2,03_Mamu-B_015g2,Mamu-B__015_04_02-nuc
B015.01,Mamu,MHC_B_HAPLOTYPES,B_015g2,2,03_Mamu-B_015g2,Mamu-B__015_05_01_02-nuc
B015.01,Mamu,MHC_B_HAPLOTYPES,B_015g2,2,03_Mamu-B_015g2,Mamu-B__015_05_01_03-nuc
B015.02,Mamu,MHC_B_HAPLOTYPES,B_015g2,2,03_Mamu-B_015g2,Mamu-B_015g2-diag
B015.02,Mamu,MHC_B_HAPLOTYPES,B_015g2,2,03_Mamu-B_015g2,Mamu-B__015_05_01_01-gen
B015.02,Mamu,MHC_B_HAPLOTYPES,B_015g2,2,03_Mamu-B_015g2,Mamu-B__015_04_01_01-gen
B015.02,Mamu,MHC_B_HAPLOTYPES,B_015g2,2,03_Mamu-B_015g2,Mamu-B__015_05_01_02-gen
B015.02,Mamu,MHC_B_HAPLOTYPES,B_015g2,2,03_Mamu-B_015g2,Mamu-B__015_05_01_03-gen
B015.02,Mamu,MHC_B_HAPLOTYPES,B_015g2,2,03_Mamu-B_015g2,Mamu-B__015_05_01_01-nuc
B015.02,Mamu,MHC_B_HAPLOTYPES,B_015g2,2,03_Mamu-B_015g2,Mamu-B__015_04_01_01-nuc
B015.02,Mamu,MHC_B_HAPLOTYPES,B_015g2,2,03_Mamu-B_015g2,Mamu-B__015_04_02-nuc
B015.02,Mamu,MHC_B_HAPLOTYPES,B_015g2,2,03_Mamu-B_015g2,Mamu-B__015_05_01_02-nuc
B015.02,Mamu,MHC_B_HAPLOTYPES,B_015g2,2,03_Mamu-B_015g2,Mamu-B__015_05_01_03-nuc
B015.03,Mamu,MHC_B_HAPLOTYPES,B_015g2,3,03_Mamu-B_015g2,Mamu-B_015g2-diag
B015.03,Mamu,MHC_B_HAPLOTYPES,B_015g2,3,03_Mamu-B_015g2,Mamu-B__015_05_01_01-gen
B015.03,Mamu,MHC_B_HAPLOTYPES,B_015g2,3,03_Mamu-B_015g2,Mamu-B__015_04_01_01-gen
B015.03,Mamu,MHC_B_HAPLOTYPES,B_015g2,3,03_Mamu-B_015g2,Mamu-B__015_05_01_02-gen
B015.03,Mamu,MHC_B_HAPLOTYPES,B_015g2,3,03_Mamu-B_015g2,Mamu-B__015_05_01_03-gen
B015.03,Mamu,MHC_B_HAPLOTYPES,B_015g2,3,03_Mamu-B_015g2,Mamu-B__015_05_01_01-nuc
B015.03,Mamu,MHC_B_HAPLOTYPES,B_015g2,3,03_Mamu-B_015g2,Mamu-B__015_04_01_01-nuc
B015.03,Mamu,MHC_B_HAPLOTYPES,B_015g2,3,03_Mamu-B_015g2,Mamu-B__015_04_02-nuc
B015.03,Mamu,MHC_B_HAPLOTYPES,B_015g2,3,03_Mamu-B_015g2,Mamu-B__015_05_01_02-nuc
B015.03,Mamu,MHC_B_HAPLOTYPES,B_015g2,3,03_Mamu-B_015g2,Mamu-B__015_05_01_03-nuc
B015.01,Mamu,MHC_B_HAPLOTYPES,B_005g,2,03_Mamu-B_005g,Mamu-B_005g1-diag
B015.01,Mamu,MHC_B_HAPLOTYPES,B_005g,2,03_Mamu-B_005g,Mamu-B__005_02_01_01N-gen
B015.01,Mamu,MHC_B_HAPLOTYPES,B_005g,2,03_Mamu-B_005g,Mamu-B__005_01_01_01N-gen
B015.01,Mamu,MHC_B_HAPLOTYPES,B_005g,2,03_Mamu-B_005g,Mamu-B__005_02_01_02N-gen
B015.01,Mamu,MHC_B_HAPLOTYPES,B_005g,2,03_Mamu-B_005g,Mamu-B__005_02_01_03N-gen
B015.01,Mamu,MHC_B_HAPLOTYPES,B_005g,2,03_Mamu-B_005g,Mamu-B__005_02_01_04N-gen
B015.01,Mamu,MHC_B_HAPLOTYPES,B_005g,2,03_Mamu-B_005g,Mamu-B__005_02_01_01N-nuc
B015.01,Mamu,MHC_B_HAPLOTYPES,B_005g,2,03_Mamu-B_005g,Mamu-B__005_01_01_01N-nuc
B015.01,Mamu,MHC_B_HAPLOTYPES,B_005g,2,03_Mamu-B_005g,Mamu-B__005_02_01_02N-nuc
B015.01,Mamu,MHC_B_HAPLOTYPES,B_005g,2,03_Mamu-B_005g,Mamu-B__005_02_01_03N-nuc
B015.01,Mamu,MHC_B_HAPLOTYPES,B_005g,2,03_Mamu-B_005g,Mamu-B__005_02_01_04N-nuc
B015.02,Mamu,MHC_B_HAPLOTYPES,B_068g1,2,03_Mamu-B_068g1,Mamu-B_068g2-diag
B015.02,Mamu,MHC_B_HAPLOTYPES,B_068g1,2,03_Mamu-B_068g1,Mamu-B__068_02_01_01-gen
B015.02,Mamu,MHC_B_HAPLOTYPES,B_068g1,2,03_Mamu-B_068g1,Mamu-B__068_01_02_01-gen
B015.02,Mamu,MHC_B_HAPLOTYPES,B_068g1,2,03_Mamu-B_068g1,Mamu-B__068_02_01_02-gen
B015.02,Mamu,MHC_B_HAPLOTYPES,B_068g1,2,03_Mamu-B_068g1,Mamu-B__068_02_01_05-gen
B015.02,Mamu,MHC_B_HAPLOTYPES,B_068g1,2,03_Mamu-B_068g1,Mamu-B__068_02_01_03-gen
B015.02,Mamu,MHC_B_HAPLOTYPES,B_068g1,2,03_Mamu-B_068g1,Mamu-B__068_02_01_04-gen
B015.02,Mamu,MHC_B_HAPLOTYPES,B_068g1,2,03_Mamu-B_068g1,Mamu-B__068_02_01_06-gen
B015.02,Mamu,MHC_B_HAPLOTYPES,B_068g1,2,03_Mamu-B_068g1,Mamu-B__068_02_01_01-nuc
B015.02,Mamu,MHC_B_HAPLOTYPES,B_068g1,2,03_Mamu-B_068g1,Mamu-B__068_01_02_01-nuc
B015.02,Mamu,MHC_B_HAPLOTYPES,B_068g1,2,03_Mamu-B_068g1,Mamu-B__068_05-nuc
B015.02,Mamu,MHC_B_HAPLOTYPES,B_068g1,2,03_Mamu-B_068g1,Mamu-B__068_02_02-nuc
B015.02,Mamu,MHC_B_HAPLOTYPES,B_068g1,2,03_Mamu-B_068g1,Mamu-B__068_01_03-nuc
B015.02,Mamu,MHC_B_HAPLOTYPES,B_068g1,2,03_Mamu-B_068g1,Mamu-B__068_02_01_02-nuc
B015.02,Mamu,MHC_B_HAPLOTYPES,B_068g1,2,03_Mamu-B_068g1,Mamu-B__068_02_01_05-nuc
B015.02,Mamu,MHC_B_HAPLOTYPES,B_068g1,2,03_Mamu-B_068g1,Mamu-B__068_02_01_03-nuc
B015.02,Mamu,MHC_B_HAPLOTYPES,B_068g1,2,03_Mamu-B_068g1,Mamu-B__068_02_01_04-nuc
B015.02,Mamu,MHC_B_HAPLOTYPES,B_068g1,2,03_Mamu-B_068g1,Mamu-B__068_02_01_06-nuc
B015.03,Mamu,MHC_B_HAPLOTYPES,B_068g1,3,03_Mamu-B_068g1,Mamu-B_068g2-diag
B015.03,Mamu,MHC_B_HAPLOTYPES,B_068g1,3,03_Mamu-B_068g1,Mamu-B__068_02_01_01-gen
B015.03,Mamu,MHC_B_HAPLOTYPES,B_068g1,3,03_Mamu-B_068g1,Mamu-B__068_01_02_01-gen
B015.03,Mamu,MHC_B_HAPLOTYPES,B_068g1,3,03_Mamu-B_068g1,Mamu-B__068_02_01_02-gen
B015.03,Mamu,MHC_B_HAPLOTYPES,B_068g1,3,03_Mamu-B_068g1,Mamu-B__068_02_01_05-gen
B015.03,Mamu,MHC_B_HAPLOTYPES,B_068g1,3,03_Mamu-B_068g1,Mamu-B__068_02_01_03-gen
B015.03,Mamu,MHC_B_HAPLOTYPES,B_068g1,3,03_Mamu-B_068g1,Mamu-B__068_02_01_04-gen
B015.03,Mamu,MHC_B_HAPLOTYPES,B_068g1,3,03_Mamu-B_068g1,Mamu-B__068_02_01_06-gen
B015.03,Mamu,MHC_B_HAPLOTYPES,B_068g1,3,03_Mamu-B_068g1,Mamu-B__068_02_01_01-nuc
B015.03,Mamu,MHC_B_HAPLOTYPES,B_068g1,3,03_Mamu-B_068g1,Mamu-B__068_01_02_01-nuc
B015.03,Mamu,MHC_B_HAPLOTYPES,B_068g1,3,03_Mamu-B_068g1,Mamu-B__068_05-nuc
B015.03,Mamu,MHC_B_HAPLOTYPES,B_068g1,3,03_Mamu-B_068g1,Mamu-B__068_02_02-nuc
B015.03,Mamu,MHC_B_HAPLOTYPES,B_068g1,3,03_Mamu-B_068g1,Mamu-B__068_01_03-nuc
B015.03,Mamu,MHC_B_HAPLOTYPES,B_068g1,3,03_Mamu-B_068g1,Mamu-B__068_02_01_02-nuc
B015.03,Mamu,MHC_B_HAPLOTYPES,B_068g1,3,03_Mamu-B_068g1,Mamu-B__068_02_01_05-nuc
B015.03,Mamu,MHC_B_HAPLOTYPES,B_068g1,3,03_Mamu-B_068g1,Mamu-B__068_02_01_03-nuc
B015.03,Mamu,MHC_B_HAPLOTYPES,B_068g1,3,03_Mamu-B_068g1,Mamu-B__068_02_01_04-nuc
B015.03,Mamu,MHC_B_HAPLOTYPES,B_068g1,3,03_Mamu-B_068g1,Mamu-B__068_02_01_06-nuc
B017.04,Mamu,MHC_B_HAPLOTYPES,B_068,4,03_Mamu-B_068g1,Mamu-B_068g2-diag
B017.04,Mamu,MHC_B_HAPLOTYPES,B_068,4,03_Mamu-B_068g1,Mamu-B__068_02_01_01-gen
B017.04,Mamu,MHC_B_HAPLOTYPES,B_068,4,03_Mamu-B_068g1,Mamu-B__068_01_02_01-gen
B017.04,Mamu,MHC_B_HAPLOTYPES,B_068,4,03_Mamu-B_068g1,Mamu-B__068_02_01_02-gen
B017.04,Mamu,MHC_B_HAPLOTYPES,B_068,4,03_Mamu-B_068g1,Mamu-B__068_02_01_05-gen
B017.04,Mamu,MHC_B_HAPLOTYPES,B_068,4,03_Mamu-B_068g1,Mamu-B__068_02_01_03-gen
B017.04,Mamu,MHC_B_HAPLOTYPES,B_068,4,03_Mamu-B_068g1,Mamu-B__068_02_01_04-gen
